"nct_id","umc_pi","umc_sponsor","umc_resp_party","umc","is_fda_regulated_drug","is_fda_regulated_device","is_unapproved_device","is_ppsd","is_us_export","is_randomized","is_blinded","is_multicentric","is_multinational","primary_sponsor","phase","planned_enrolment","actual_enrolment","completion_date","nlm_download_date_description","study_first_submitted_date","results_first_submitted_date","disposition_first_submitted_date","last_update_submitted_date","study_first_submitted_qc_date","study_first_posted_date","study_first_posted_date_type","results_first_submitted_qc_date","results_first_posted_date","results_first_posted_date_type","disposition_first_submitted_qc_date","disposition_first_posted_date","disposition_first_posted_date_type","last_update_submitted_qc_date","last_updated","last_update_posted_date_type","start_month_year","start_date_type","start_date","verification_month_year","verification_date","completion_month_year","completion_date_type","primary_completion_month_year","primary_completion_date_type","primary_completion_date","target_duration","study_type","acronym","baseline_population","brief_title","official_title","status","last_known_status","enrollment","enrollment_type","source","limitations_and_caveats","number_of_arms","number_of_groups","why_stopped","has_expanded_access","expanded_access_type_individual","expanded_access_type_intermediate","expanded_access_type_treatment","has_dmc","biospec_retention","biospec_description","ipd_time_frame","ipd_access_criteria","ipd_url","plan_to_share_ipd","plan_to_share_ipd_description","created_at","updated_at","source_class","delayed_posting","expanded_access_nctid","expanded_access_status_for_nctid","fdaaa801_violation","baseline_type_units_analyzed","patient_registry","countries","results_reporting"
"NCT01563614",,"Bonn","Bonn","Bonn",,,,,,,FALSE,FALSE,FALSE,"Non-commercial","I",,1,"2015-11-30",,"2012-03-09",,,"2016-04-18","2012-03-22","2012-03-27","ESTIMATED",,,,,,,"2016-04-18","2016-04-19","ESTIMATED","2012-03",,"2012-03-31","2016-04","2016-04-30","2015-11","ACTUAL","2015-11","ACTUAL","2015-11-30",,"INTERVENTIONAL",,,"A Clinical Trial to Assess the Safety & Efficacy of the Treatment of Patients With Metastasis From Malignant Melanoma - Treatment Consists of the Substances Lomustine (Capsules) & Cytarabine (Injected Into an Area Near the Spinal Cord), Accompanied by Radiotherapy of the Brain","Safety and Efficacy of Liposomal Cytarabine in Combination With Radiotherapy (RT) and Lomustine for the Treatment of Leptomeningeal Metastasis From Malignant Melanoma","TERMINATED",,1,"ACTUAL","University Hospital, Bonn",,1,,"No patients can be recruited for this trial anymore due to other therapeutical approaches that became available.",FALSE,,,,FALSE,,,,,,,,"2025/05/12 23:44:01","2025/05/12 23:44:01","OTHER",,,,,,,"Germany",FALSE
"NCT02501005","Hamburg",,,"Hamburg",,,,,,TRUE,FALSE,TRUE,FALSE,"Commercial",,,163,"2018-07-20",,"2015-07-06",,,"2019-07-04","2015-07-15","2015-07-17","ESTIMATED",,,,,,,"2019-07-04","2019-07-08","ACTUAL","2015-07-20","ACTUAL","2015-07-20","2019-07","2019-07-31","2018-07-20","ACTUAL","2018-07-20","ACTUAL","2018-07-20",,"INTERVENTIONAL","BERLIN VT",,"Preventive aBlation of vEntricular tachycaRdia in Patients With myocardiaL INfarction","Preventive aBlation of vEntricular tachycaRdia in Patients With myocardiaL INfarction","TERMINATED",,163,"ACTUAL","Biotronik SE & Co. KG",,2,,"The study was stopped due to futility",FALSE,,,,TRUE,,,,,,,,"2025/05/12 10:50:14","2025/05/12 10:50:14","INDUSTRY",,,,,,,"Germany",FALSE
"NCT02209480",,"Duisburg-Essen","Duisburg-Essen","Duisburg-Essen",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,72,"2008-08-31",,"2014-08-04",,,"2018-04-30","2014-08-04","2014-08-06","ESTIMATED",,,,,,,"2018-04-30","2018-05-02","ACTUAL","2007-12",,"2007-12-31","2018-04","2018-04-30","2008-08","ACTUAL","2008-08","ACTUAL","2008-08-31",,"INTERVENTIONAL","ATNeck",,"Alexander Technique Neck Pain","Randomized Controlled Trial on the Efficacy of F.M. Alexander Technique in Chronic Neck Pain Patients","COMPLETED",,72,"ACTUAL","Universität Duisburg-Essen",,3,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:50:14","2025/05/12 10:50:14","OTHER",,,,,,,"Germany",FALSE
"NCT02478957","Charite",,,"Charite",,,,,,TRUE,TRUE,TRUE,TRUE,"Commercial","II",,41,"2016-06-30",,"2015-06-19",,,"2016-09-27","2015-06-22","2015-06-23","ESTIMATED",,,,,,,"2016-09-27","2016-09-29","ESTIMATED","2015-06",,"2015-06-30","2016-09","2016-09-30","2016-06","ACTUAL","2016-03","ACTUAL","2016-03-31",,"INTERVENTIONAL",,,"Treatment of Indolent Systemic Mastocytosis With PA101","Randomized, Double-blind, Placebo-controlled, Crossover Design, Efficacy and Safety Study With PA101 in Patients With Indolent Systemic Mastocytosis","COMPLETED",,41,"ACTUAL","Patara Pharma",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:50:14","2025/05/12 10:50:14","INDUSTRY",,,,,,,"France;Germany;Italy;Netherlands;Spain",FALSE
"NCT02823639",,"Tübingen","Tübingen","Tübingen",,,,,,TRUE,TRUE,TRUE,FALSE,"Non-commercial",,128,,"2022-10-31",,"2016-06-20",,,"2021-04-27","2016-06-30","2016-07-06","ESTIMATED",,,,,,,"2021-04-27","2021-04-28","ACTUAL","2015-10",,"2015-10-31","2021-04","2021-04-30","2022-10","ESTIMATED","2022-08","ESTIMATED","2022-08-31",,"INTERVENTIONAL",,,"Efficacy and Mechanisms of Transcranial Direct Current Stimulation (tDCS) - Effects on Working Memory in Schizophrenia","Efficacy and Mechanisms of Transcranial Direct Current Stimulation (tDCS) - Effects on Working Memory in Schizophrenia","UNKNOWN","RECRUITING",128,"ESTIMATED","University Hospital Tuebingen",,2,,,FALSE,,,,FALSE,,,,,,"UNDECIDED",,"2025/05/12 23:44:01","2025/05/12 23:44:01","OTHER",,,,,,,"Germany",FALSE
"NCT00407667",,"Charite",,"Charite",,,,,,FALSE,TRUE,TRUE,TRUE,"Non-commercial",,96,,"2009-12-31",,"2006-12-01",,,"2011-03-18","2006-12-01","2006-12-05","ESTIMATED",,,,,,,"2011-03-18","2011-03-21","ESTIMATED","2006-12",,"2006-12-31","2006-11","2006-11-30","2009-12","ACTUAL","2009-08","ACTUAL","2009-08-31",,"INTERVENTIONAL","TraGAT",,"Transcranial Galvanic Stimulation After Stroke","Transcranial Direct Current Stimulation (tDCS) of the Lesioned or Non-lesioned Hemisphere Plus Computer-assisted Arm Trainer: a Randomized, Placebo-controlled Double-blind Multi-centre Study in Patients With Severe Arm Paresis Early After Stroke","COMPLETED",,96,"ESTIMATED","Charite University, Berlin, Germany",,3,,,FALSE,,,,,,,,,,,,"2025/05/12 18:03:37","2025/05/12 18:03:37","OTHER",,,,,,,"Germany;Italy",FALSE
"NCT02417805","Schleswig-Holstein","Schleswig-Holstein","Schleswig-Holstein","Schleswig-Holstein",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,80,"2023-02-28",,"2015-03-12",,,"2023-02-22","2015-04-11","2015-04-16","ESTIMATED",,,,,,,"2023-02-22","2023-02-24","ACTUAL","2015-03","ACTUAL","2015-03-31","2023-02","2023-02-28","2023-02","ACTUAL","2023-02","ACTUAL","2023-02-28",,"INTERVENTIONAL",,,"Cutaneous Microcirculation After Remote Ischemic Preconditioning","Effects of Remote Ischemic Preconditioning in Cutaneous Microcirculation of Different Wounds","COMPLETED",,80,"ACTUAL","University Hospital Schleswig-Holstein",,4,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:51:54","2025/05/12 10:51:54","OTHER",,,,,,,"Germany",FALSE
"NCT00373373",,"Münster",,"Münster",,,,,,TRUE,TRUE,TRUE,FALSE,"Non-commercial","II",200,,"2009-07-31",,"2006-09-06",,,"2009-08-18","2006-09-06","2006-09-08","ESTIMATED",,,,,,,"2009-08-18","2009-08-19","ESTIMATED","2006-09",,"2006-09-30","2009-08","2009-08-31","2009-07","ACTUAL","2009-07","ACTUAL","2009-07-31",,"INTERVENTIONAL",,,"Efficacy of Sorafenib Added to Standard Primary Therapy in Elderly Patients With Newly Diagnosed AML","A Double-blind, Placebo-controlled, Randomized, Multi-center Phase II Trial to Assess the Efficacy of Sorafenib Added to Standard Primary Therapy in Elderly Patients With Newly Diagnosed AML","COMPLETED",,200,"ESTIMATED","University Hospital Muenster",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/11 19:28:09","2025/05/11 19:28:09","OTHER",,,,,,,"Germany",FALSE
"NCT01569204","Köln",,,"Köln",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","II",100,,"2017-12-31",,"2012-04-02",,,"2018-10-26","2012-04-02","2012-04-03","ESTIMATED",,,,,,,"2018-10-26","2018-10-29","ACTUAL","2012-10",,"2012-10-31","2018-10","2018-10-31","2017-12","ACTUAL","2014-03","ACTUAL","2014-03-31",,"INTERVENTIONAL",,,"Targeted BEACOPP Variants in Patients With Newly Diagnosed Advanced Classical Hodgkin Lymphoma",,"COMPLETED",,100,"ESTIMATED","University of Cologne",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 05:36:12","2025/05/12 05:36:12","OTHER",,,,,,,"Germany",FALSE
"NCT03351036",,"Schleswig-Holstein","Schleswig-Holstein","Schleswig-Holstein",,,,,,,,FALSE,FALSE,"Non-commercial",,,0,"2016-05-31",,"2015-12-07",,,"2017-11-18","2017-11-18","2017-11-22","ACTUAL",,,,,,,"2017-11-18","2017-11-22","ACTUAL","2015-04",,"2015-04-30","2017-11","2017-11-30","2016-05","ACTUAL","2016-05","ACTUAL","2016-05-31",,"OBSERVATIONAL",,,"Evaluation of the S3 Guideline on Avoidance of Perioperative Hypothermia - Already a Standard or Wishful Thinking?","Evaluation of the S3 Guideline on Avoidance of Perioperative Hypothermia - Already a Standard or Wishful Thinking?","WITHDRAWN",,0,"ACTUAL","University Hospital Schleswig-Holstein",,,,"Change in personnel",FALSE,,,,FALSE,,,,,,,,"2025/05/12 23:44:01","2025/05/12 23:44:01","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT02544594","München_LMU",,,"München_LMU",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","IV",,42,"2019-03-31",,"2015-09-02",,,"2019-10-10","2015-09-04","2015-09-09","ESTIMATED",,,,,,,"2019-10-10","2019-10-14","ACTUAL","2015-11",,"2015-11-30","2019-10","2019-10-31","2019-03","ACTUAL","2018-03","ACTUAL","2018-03-31",,"INTERVENTIONAL","ECLS-SHOCK",,"Clinical Study of Extra-Corporal Life Support in Cardiogenic Shock Complicating Acute Myocardial Infarction","Randomized Clinical Study of Extra-Corporal Life Support in Cardiogenic Shock Complicating Acute Myocardial Infarction","COMPLETED",,42,"ACTUAL","LMU Klinikum",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:51:54","2025/05/12 10:51:54","OTHER",,,,,,,"Germany",FALSE
"NCT00996229","Charite","Münster","Münster","Charite;Münster",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","III",300,,"2014-02-28",,"2009-10-14",,,"2013-04-18","2009-10-15","2009-10-16","ESTIMATED",,,,,,,"2013-04-18","2013-04-19","ESTIMATED","2009-11",,"2009-11-30","2013-04","2013-04-30","2014-02","ESTIMATED","2013-12","ESTIMATED","2013-12-31",,"INTERVENTIONAL",,,"Effects of Dietary Interventions on the Aging Brain","Phase IV Interventional Study: Effects of Dietary Interventions on Brain Functions in Healthy Elderly People","UNKNOWN","RECRUITING",300,"ESTIMATED","University Hospital Muenster",,4,,,FALSE,,,,TRUE,,,,,,,,"2025/05/11 19:28:09","2025/05/11 19:28:09","OTHER",,,,,,,"Germany",FALSE
"NCT00299377","Leipzig",,,"Leipzig",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II-III",,,"2008-02-29",,"2006-03-02",,,"2008-07-02","2006-03-03","2006-03-06","ESTIMATED",,,,,,,"2008-07-02","2008-07-03","ESTIMATED","2006-01",,"2006-01-31","2008-06","2008-06-30","2008-02","ACTUAL","2007-11",,"2007-11-30",,"INTERVENTIONAL",,,"Abciximab i.v. Versus i.c. in Primary PCI Patients With STEMI","Randomized Comparison of Abciximab i.v. Versus i.c. in Primary PCI Patients With STEMI and Effects on Infarct Size and Microvascular Obstruction","COMPLETED",,150,,"University of Leipzig",,,,,FALSE,,,,,,,,,,,,"2025/05/12 05:36:12","2025/05/12 05:36:12","OTHER",,,,,,,"Germany",FALSE
"NCT00204646",,"Tübingen",,"Tübingen",,,,,,FALSE,FALSE,FALSE,FALSE,"Non-commercial","II",,,"2006-12-31",,"2005-09-13",,,"2007-04-19","2005-09-13","2005-09-20","ESTIMATED",,,,,,,"2007-04-19","2007-04-20","ESTIMATED","1999-02",,"1999-02-28","2007-04","2007-04-30","2006-12","ACTUAL",,,,,"INTERVENTIONAL",,,"Neoadjuvant Adriamycin and Ifosfamide Plus High-Dose ICE in Patients With Soft Tissue Sarcoma (STS)","Phase II Study of Neoadjuvant Dose-Intensive Chemotherapy With Adriamycin and Ifosfamide Followed by High-Dose ICE in Locally Advanced Soft Tissue Sarcomas","COMPLETED",,,,"University Hospital Tuebingen",,,,,FALSE,,,,,,,,,,,,"2025/05/11 19:28:09","2025/05/11 19:28:09","OTHER",,,,,,,"Germany",FALSE
"NCT05144022","Bonn","Bonn","Bonn","Bonn",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,35,"2023-01-01",,"2021-10-27",,,"2022-11-09","2021-11-22","2021-12-03","ACTUAL",,,,,,,"2022-11-09","2022-11-10","ACTUAL","2021-09-01","ACTUAL","2021-09-01","2022-11","2022-11-30","2023-01-01","ESTIMATED","2022-01-01","ACTUAL","2022-01-01",,"INTERVENTIONAL",,,"Multi-level Molecular Profiling of High Acute Stress: a Clinical Study","Multi-level Molecular Profiling of High Acute Stress","UNKNOWN","ACTIVE_NOT_RECRUITING",35,"ACTUAL","University Hospital, Bonn",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 05:36:12","2025/05/12 05:36:12","OTHER",,,,,,,"Germany",FALSE
"NCT05237453","Heidelberg","Heidelberg","Heidelberg","Heidelberg",FALSE,FALSE,,,,,FALSE,TRUE,FALSE,"Non-commercial",,30,,"2027-03-01",,"2022-01-13",,,"2024-01-04","2022-02-02","2022-02-14","ACTUAL",,,,,,,"2024-01-04","2024-01-05","ACTUAL","2022-06-23","ACTUAL","2022-06-23","2024-01","2024-01-31","2027-03-01","ESTIMATED","2026-03-01","ESTIMATED","2026-03-01",,"INTERVENTIONAL","PUMA",,"Pulmonary Magnetic Resonance-guided Online Adaptive Radiotherapy of Locally Advanced Non-Small Cell Lung Cancer","Pulmonary Magnetic Resonance-guided Online Adaptive Radiotherapy of Locally Advanced Non-Small Cell Lung Cancer","RECRUITING",,30,"ESTIMATED","University Hospital Heidelberg",,1,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 19:28:09","2025/05/11 19:28:09","OTHER",,,,,,,"Germany",FALSE
"NCT00559832","Heidelberg",,,"Heidelberg",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,75,"2007-07-31",,"2007-11-15",,,"2007-11-15","2007-11-15","2007-11-16","ESTIMATED",,,,,,,"2007-11-15","2007-11-16","ESTIMATED","2006-03",,"2006-03-31","2007-11","2007-11-30","2007-07","ACTUAL",,,,,"INTERVENTIONAL",,,"Prevention of Acute Mountain Sickness by Intermittent Hypoxia","Prevention of Acute Mountain Sickness by Sleeping at Simulated Altitude (Normobaric Hypoxia)","COMPLETED",,75,"ACTUAL","Heidelberg University",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 23:46:01","2025/05/12 23:46:01","OTHER",,,,,,,"Germany",FALSE
"NCT00551577",,"Bonn",,"Bonn",,,,,,TRUE,FALSE,TRUE,FALSE,"Non-commercial","II",100,,"2008-01-31",,"2007-10-30",,,"2007-10-30","2007-10-30","2007-10-31","ESTIMATED",,,,,,,"2007-10-30","2007-10-31","ESTIMATED","2003-03",,"2003-03-31","2007-10","2007-10-31","2008-01","ESTIMATED",,,,,"INTERVENTIONAL","PRIMOVAR-1",,"Neoadjuvant Chemotherapy With Carboplatin and Docetaxel in Patients With Advanced Ovarian Cancer-Prospective, Randomized Phase II Clinical Trial","Prospective, Randomized Phase II Clinical Trial to Select Primary Chemotherapy With Carboplatin and Docetaxel in Patients With Advanced Ovarian Cancer Stage FIGO IIIC and IV","UNKNOWN","RECRUITING",100,"ESTIMATED","University Hospital, Bonn",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/11 19:28:09","2025/05/11 19:28:09","OTHER",,,,,,,"Germany",FALSE
"NCT03020043",,"Frankfurt","Frankfurt","Frankfurt",,,,,,,,TRUE,FALSE,"Non-commercial",,500,,"2025-12-31",,"2017-01-11",,,"2019-09-16","2017-01-12","2017-01-13","ESTIMATED",,,,,,,"2019-09-16","2019-09-18","ACTUAL","2016-08",,"2016-08-31","2019-09","2019-09-30","2025-12","ESTIMATED","2024-12","ESTIMATED","2024-12-31","5 Years","OBSERVATIONAL",,,"Evaluation of Longterm Outcome of New York Heart Association Class III Heart Failure Patients Receiving Telemonitoring Using a Pulmonary Artery Pressure Sensor System (CardioMEMS)","CardioMEMS Registry of the Frankfurt Heart Failure Center","RECRUITING",,500,"ESTIMATED","Johann Wolfgang Goethe University Hospital",,,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 10:51:54","2025/05/12 10:51:54","OTHER",,,,,,TRUE,"Germany",FALSE
"NCT05275179","Hamburg","Hamburg",,"Hamburg",FALSE,FALSE,,,FALSE,,,FALSE,FALSE,"Non-commercial",,,10,"2022-11-01",,"2022-01-21",,,"2022-11-06","2022-03-01","2022-03-11","ACTUAL",,,,,,,"2022-11-06","2022-11-08","ACTUAL","2021-02-11","ACTUAL","2021-02-11","2022-11","2022-11-30","2022-11-01","ACTUAL","2022-03-30","ACTUAL","2022-03-30",,"OBSERVATIONAL",,,"Pharmacokinetic of Posaconazole in Critically Ill Patients","Pharmacokinetic of Intravenous Posaconazole in Critically Ill Patients","COMPLETED",,10,"ACTUAL","Universitätsklinikum Hamburg-Eppendorf",,,1,,FALSE,,,,,,,,,,"NO",,"2025/05/12 10:51:54","2025/05/12 10:51:54","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT05817721",,"Göttingen","Göttingen","Göttingen",FALSE,FALSE,,,TRUE,,,TRUE,TRUE,"Non-commercial",,639,,"2023-12-31",,"2023-03-30",,,"2023-05-26","2023-04-16","2023-04-18","ACTUAL",,,,,,,"2023-05-26","2023-05-31","ACTUAL","2023-05-05","ACTUAL","2023-05-05","2023-05","2023-05-31","2023-12","ESTIMATED","2023-12","ESTIMATED","2023-12-31",,"OBSERVATIONAL","PROTOCOL",,"PROTon Pump Inhibitors and Stent OCclusion Rate Of Lumen Apposing Metal Stents","PROTon Pump Inhibitors and Stent OCclusion Rate Of Lumen Apposing Metal Stents (PROTOCOL)","UNKNOWN","RECRUITING",639,"ESTIMATED","University Medical Center Goettingen",,,2,,FALSE,,,,TRUE,,,,,,"UNDECIDED","Collaborators of this study that recruited patients in the PROTOCOL trial may claim access to the final dataset to perform post-hoc studies; these proposals will be reviewed and granted by the steering committee.","2025/05/12 05:36:12","2025/05/12 05:36:12","OTHER",,,,,,FALSE,"Austria;Germany",FALSE
"NCT06388369",,"Duisburg-Essen",,"Duisburg-Essen",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","I-II",58,,"2028-09-30",,"2024-04-19",,,"2024-04-24","2024-04-24","2024-04-29","ACTUAL",,,,,,,"2024-04-24","2024-04-29","ACTUAL","2024-05","ESTIMATED","2024-05-31","2024-04","2024-04-30","2028-09","ESTIMATED","2027-03","ESTIMATED","2027-03-31",,"INTERVENTIONAL","NEPI",,"Neoadjuvant Lu-PSMA Radioligand Therapy and Ipilimumab in Men With Very High-risk Prostate Cancer","A Randomized Phase I/II Study of Neoadjuvant Treatment With 177-Lutetium- PSMA-617 With or Without Ipilimumab in Subjects With Very High-risk Prostate Cancer Who Are Candidates for Radical Prostatectomy (NEPI Trial)","NOT_YET_RECRUITING",,58,"ESTIMATED","University Hospital, Essen",,2,,,FALSE,,,,,,,,,,,,"2025/05/12 05:36:12","2025/05/12 05:36:12","OTHER",,,,,,,"Germany",FALSE
"NCT00233831",,"Greifswald",,"Greifswald",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II-III",,,"2007-10-31",,"2005-10-04",,,"2011-02-25","2005-10-04","2005-10-06","ESTIMATED",,,,,,,"2011-02-25","2011-02-28","ESTIMATED","2004-03",,"2004-03-31","2011-02","2011-02-28","2007-10","ACTUAL","2006-10","ACTUAL","2006-10-31",,"INTERVENTIONAL",,,"Millimeter Wave Therapy (MWT) for Analgesia After Total Knee Replacement","Millimeter Wave Therapy (MWT) Versus Placebo for Analgesia and Wound Healing After Elective Total Knee Arthroplasty - a Randomized Controlled Trial","COMPLETED",,80,,"University Medicine Greifswald",,,,,FALSE,,,,,,,,,,,,"2025/05/12 23:46:01","2025/05/12 23:46:01","OTHER",,,,,,,"Germany",FALSE
"NCT01319370",,,"Charite","Charite",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II",,70,"2013-03-31",,"2011-03-18",,,"2013-11-06","2011-03-18","2011-03-21","ESTIMATED",,,,,,,"2013-11-06","2013-11-07","ESTIMATED","2010-11",,"2010-11-30","2013-11","2013-11-30","2013-03","ACTUAL","2013-03","ACTUAL","2013-03-31",,"INTERVENTIONAL",,,"Effectiveness and Safety of Minoxidil Foam Versus Placebo Foam for Androgenetic Alopecia","Investigator-Initiated, Double Blind, Two-Armed, Placebo-Controlled, Randomized Clinical Trial With an Open-Label Extension Phase, to Investigate Efficacy of 5% Minoxidil Topical Foam Twice Daily in Men With Androgenetic Alopecia in the Temple and Vertex Region Concerning Hair Volume Over 24 / 104 Weeks","COMPLETED",,70,"ACTUAL","Charite University, Berlin, Germany",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 18:03:37","2025/05/12 18:03:37","OTHER",,,,,,,"Germany",FALSE
"NCT01430884",,"Duisburg-Essen","Duisburg-Essen","Duisburg-Essen",,,,,,,,FALSE,FALSE,"Non-commercial",,500,,"2015-11-30",,"2011-08-24",,,"2014-12-02","2011-09-07","2011-09-08","ESTIMATED",,,,,,,"2014-12-02","2014-12-03","ESTIMATED","2004-04",,"2004-04-30","2014-12","2014-12-31","2015-11","ESTIMATED","2015-03","ESTIMATED","2015-03-31",,"OBSERVATIONAL","AHCA",,"Analysis of Human Coronary Aspirate","Human Coronary Aspirate: Characterization of Particular and Soluble Substances and the Impact on Microvascular Obstruction","UNKNOWN","RECRUITING",500,"ESTIMATED","Universität Duisburg-Essen",,,1,,FALSE,,,,FALSE,"SAMPLES_WITH_DNA","* coronary arterial blood distal to the lesion before stent implantation~* coronary aspirate blood during stent implantation",,,,,,"2025/05/12 18:03:37","2025/05/12 18:03:37","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT04456231","Mainz",,,"Mainz",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,404,,"2021-06-30",,"2020-06-16",,,"2020-09-03","2020-06-29","2020-07-02","ACTUAL",,,,,,,"2020-09-03","2020-09-07","ACTUAL","2020-09","ESTIMATED","2020-09-30","2020-09","2020-09-30","2021-06","ESTIMATED","2021-01","ESTIMATED","2021-01-31",,"OBSERVATIONAL",,,"QR Code for Endoscopic Bowel Preparation","Effect of the Additional Use of a QR Code for More Effective Patient Education and High-quality Bowel Preparation in the Outpatient Setting","UNKNOWN","RECRUITING",404,"ESTIMATED","Johannes Gutenberg University Mainz",,,2,,FALSE,,,,TRUE,,,"First Data: January 2021 full Data: December 2021","Abstracts and Publication",,"YES","Preliminary results for DDW (Deadline Dec, 1st, 2020) .~Publication date:~* Preliminary data 2020 for: DDW 2021 (Deadline Dec. 1st), preliminary data will be available for Norgine for DGVS (Germany) and APDW (Malaysia).~* Final data: Submission 2021 for DDW, ESGE Days, UEGW, DGVS, APDW~* Final manuscript: Gut -\> Am J Gastro -\> Endoscopy","2025/05/12 23:46:01","2025/05/12 23:46:01","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT01215266","Duisburg-Essen",,,"Duisburg-Essen",,,,,,TRUE,TRUE,,,"Non-commercial","II",,98,"2011-06-30",,"2010-10-01",,,"2011-09-07","2010-10-05","2010-10-06","ESTIMATED",,,,,,,"2011-09-07","2011-09-08","ESTIMATED","2006-10",,"2006-10-31","2011-09","2011-09-30","2011-06","ACTUAL","2011-06","ACTUAL","2011-06-30",,"INTERVENTIONAL",,,"Sorafenib in Urothelium Cancer of Bladder","Prospektiv, Randomisierte, Doppelblinde, Multizentrische Phase-II- Studie Zum Vergleich Der Wirksamkeit Einer Chemotherapie Mit Gemcitabin Plus Cisplatin Und Sorafenib (BAY 43-9006) Versus Gemcitabin Plus Cisplatin Und Plazebo in Der Therapie Des Lokal Fortgeschrittenen Bzw. Metastasierten Urothelkarzinoms AB 31/05 - RUTT 204 - SUSE","TERMINATED",,98,"ACTUAL","Association of Urologic Oncology (AUO)",,2,,"Slow recruitment",FALSE,,,,TRUE,,,,,,,,"2025/05/12 10:53:35","2025/05/12 10:53:35","OTHER",,,,,,,,FALSE
"NCT00168987",,"Charite","Charite","Charite",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","IV",30,,"2007-06-30",,"2005-09-13",,,"2008-05-05","2005-09-14","2005-09-15","ESTIMATED",,,,,,,"2008-05-05","2008-05-09","ESTIMATED","2005-01",,"2005-01-31","2008-05","2008-05-31","2007-06","ACTUAL","2006-11","ACTUAL","2006-11-30",,"INTERVENTIONAL",,,"Influence of an Oral Nutritional Supplement Rich in Omega-3 Fatty Acids on Functional State and Quality of Life in Malnourished Patients With Gastroenterological Tumors","Pilot Study: Randomized Controlled Trial on the Influence of an Oral Nutritional Supplement Rich in Omega-3 Fatty Acids on Functional State and Quality of Life in Malnourished Patients With Gastroenterological Tumors","COMPLETED",,30,"ESTIMATED","Charite University, Berlin, Germany",,,,,FALSE,,,,,,,,,,,,"2025/05/12 23:46:01","2025/05/12 23:46:01","OTHER",,,,,,,"Germany",FALSE
"NCT02830464","Aachen",,,"Aachen",,,,,,,,FALSE,FALSE,"Non-commercial",,,500,"2018-06-30",,"2016-07-08",,,"2022-10-25","2016-07-08","2016-07-12","ESTIMATED",,,,,,,"2022-10-25","2022-10-27","ACTUAL","2016-08","ACTUAL","2016-08-31","2022-10","2022-10-31","2018-06","ACTUAL","2018-04","ACTUAL","2018-04-30",,"OBSERVATIONAL","IM19 Register",,"New Biomarkers in Heart- and Renal Failure","New Biomarkers in Heart- and Renal Failure: Cohort Study for Assessing Prognosis in Acute Coronary Syndrome and Acute/Chronic Cardiovascular and Renal Failure by Means of Fibroblast Growth Factor 23","COMPLETED",,500,"ACTUAL","RWTH Aachen University",,,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 19:30:06","2025/05/11 19:30:06","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT01277419","Charite","Charite","Charite","Charite",,,,,,,,FALSE,FALSE,"Non-commercial",,1000,,"2030-07-31",,"2011-01-14",,,"2021-10-05","2011-01-14","2011-01-17","ESTIMATED",,,,,,,"2021-10-05","2021-10-12","ACTUAL","2000-07",,"2000-07-31","2021-10","2021-10-31","2030-07","ESTIMATED","2030-07","ESTIMATED","2030-07-31",,"OBSERVATIONAL","GESPIC",,"German Spondyloarthritis Inception Cohort","German Spondyloarthritis Inception Cohort","RECRUITING",,1000,"ESTIMATED","Charite University, Berlin, Germany",,,6,,FALSE,,,,,,,,,,,,"2025/05/12 18:03:37","2025/05/12 18:03:37","OTHER",,,,,,,"Germany",FALSE
